adoption_id,customer_id,feature_id,date_id,adoption_date,activation_date,activation_lag_days,acquisition_channel,is_activated,days_to_first_transaction
ADO000981,CUST02433,FEAT004,20220618,2022-06-18,2022-06-24,6,Push Notification,1,1.0
ADO000982,CUST02862,FEAT001,20230306,2023-03-06,2023-03-21,15,Referral,1,15.0
ADO000983,CUST03896,FEAT006,20230703,2023-07-03,2023-07-25,22,Email,1,38.0
ADO000984,CUST01317,FEAT001,20230324,2023-03-24,2023-04-04,11,Organic,1,7.0
ADO000985,CUST04673,FEAT005,20230203,2023-02-03,2023-03-01,26,Push Notification,1,2.0
ADO000986,CUST00082,FEAT003,20230729,2023-07-29,2023-08-23,25,In-App Banner,1,7.0
ADO000987,CUST04892,FEAT002,20220723,2022-07-23,2022-07-25,2,Email,1,2.0
ADO000988,CUST04739,FEAT006,20220529,2022-05-29,2022-06-08,10,Push Notification,1,26.0
ADO000989,CUST02593,FEAT005,20220115,2022-01-15,2022-01-19,4,Email,1,12.0
ADO000990,CUST03758,FEAT007,20220601,2022-06-01,2022-06-16,15,Referral,1,2.0
ADO000991,CUST02593,FEAT004,20220427,2022-04-27,2022-05-22,25,Organic,1,55.0
ADO000992,CUST03330,FEAT001,20220927,2022-09-27,2022-10-13,16,Organic,1,14.0
ADO000993,CUST00031,FEAT002,20230407,2023-04-07,2023-05-07,30,Email,1,55.0
ADO000994,CUST01030,FEAT004,20230406,2023-04-06,2023-04-26,20,Push Notification,1,32.0
ADO000995,CUST04739,FEAT005,20220410,2022-04-10,2022-04-11,1,Referral,1,
ADO000996,CUST01791,FEAT003,20220712,2022-07-12,2022-07-25,13,Push Notification,1,22.0
ADO000997,CUST01361,FEAT002,20230122,2023-01-22,2023-01-28,6,Push Notification,1,8.0
ADO000998,CUST02852,FEAT003,20220803,2022-08-03,2022-09-02,30,In-App Banner,1,27.0
ADO000999,CUST01566,FEAT001,20230814,2023-08-14,2023-09-13,30,In-App Banner,1,50.0
ADO001000,CUST00118,FEAT002,20230115,2023-01-15,2023-02-10,26,Push Notification,1,
ADO001001,CUST02981,FEAT003,20220117,2022-01-17,2022-01-26,9,Email,1,57.0
ADO001002,CUST02515,FEAT002,20230530,2023-05-30,2023-06-25,26,Push Notification,1,58.0
ADO001003,CUST01022,FEAT006,20230527,2023-05-27,2023-06-16,20,Email,1,
ADO001004,CUST03736,FEAT002,20230228,2023-02-28,2023-03-13,13,In-App Banner,0,34.0
ADO001005,CUST02882,FEAT006,20221227,2022-12-27,2023-01-22,26,Email,1,
ADO001006,CUST04444,FEAT003,20230313,2023-03-13,2023-03-29,16,Push Notification,1,13.0
ADO001007,CUST02752,FEAT003,20220427,2022-04-27,2022-05-26,29,Push Notification,1,
ADO001008,CUST01441,FEAT002,20230415,2023-04-15,2023-04-28,13,Push Notification,1,40.0
ADO001009,CUST03057,FEAT006,20220701,2022-07-01,2022-07-18,17,Email,1,45.0
ADO001010,CUST04874,FEAT002,20220616,2022-06-16,2022-07-03,17,In-App Banner,1,
ADO001011,CUST03571,FEAT001,20230126,2023-01-26,2023-02-04,9,Referral,1,46.0
ADO001012,CUST03584,FEAT002,20221018,2022-10-18,2022-11-09,22,Referral,1,49.0
ADO001013,CUST00813,FEAT004,20220331,2022-03-31,2022-04-25,25,Email,0,40.0
ADO001014,CUST00851,FEAT003,20220402,2022-04-02,2022-04-22,20,Push Notification,1,29.0
ADO001015,CUST00135,FEAT003,20230226,2023-02-26,2023-03-01,3,Push Notification,0,5.0
ADO001016,CUST04067,FEAT004,20230712,2023-07-12,2023-07-15,3,In-App Banner,0,60.0
ADO001017,CUST03639,FEAT001,20230531,2023-05-31,2023-06-18,18,Email,1,32.0
ADO001018,CUST00268,FEAT004,20221024,2022-10-24,2022-11-20,27,Organic,1,29.0
ADO001019,CUST03446,FEAT002,20220805,2022-08-05,2022-08-12,7,Push Notification,1,50.0
ADO001020,CUST03725,FEAT005,20230719,2023-07-19,2023-07-31,12,Email,1,12.0
ADO001021,CUST00938,FEAT001,20220720,2022-07-20,2022-08-16,27,Referral,1,13.0
ADO001022,CUST03847,FEAT005,20220508,2022-05-08,2022-05-19,11,In-App Banner,1,
ADO001023,CUST03801,FEAT007,20230227,2023-02-27,2023-03-28,29,Push Notification,0,37.0
ADO001024,CUST03243,FEAT006,20220108,2022-01-08,2022-02-07,30,Push Notification,1,59.0
ADO001025,CUST01835,FEAT005,20230604,2023-06-04,2023-06-13,9,In-App Banner,1,10.0
ADO001026,CUST02193,FEAT002,20220928,2022-09-28,2022-10-07,9,In-App Banner,1,21.0
ADO001027,CUST03398,FEAT003,20220905,2022-09-05,2022-09-05,0,Email,1,11.0
ADO001028,CUST03397,FEAT007,20220203,2022-02-03,2022-02-03,0,Push Notification,1,29.0
ADO001029,CUST00216,FEAT004,20220607,2022-06-07,2022-07-02,25,In-App Banner,1,48.0
ADO001030,CUST03068,FEAT003,20230616,2023-06-16,2023-07-12,26,Push Notification,1,
ADO001031,CUST02601,FEAT002,20221210,2022-12-10,2022-12-15,5,In-App Banner,1,34.0
ADO001032,CUST03523,FEAT003,20220905,2022-09-05,2022-09-22,17,Organic,1,14.0
ADO001033,CUST01579,FEAT002,20230207,2023-02-07,2023-03-05,26,Push Notification,1,60.0
ADO001034,CUST03516,FEAT006,20220512,2022-05-12,2022-06-11,30,Referral,1,16.0
ADO001035,CUST03199,FEAT002,20220627,2022-06-27,2022-07-09,12,Organic,1,47.0
ADO001036,CUST02607,FEAT001,20230614,2023-06-14,2023-06-19,5,Organic,1,6.0
ADO001037,CUST03584,FEAT001,20220825,2022-08-25,2022-08-28,3,Email,1,34.0
ADO001038,CUST01035,FEAT002,20230601,2023-06-01,2023-06-04,3,In-App Banner,1,30.0
ADO001039,CUST04727,FEAT002,20230206,2023-02-06,2023-03-04,26,Push Notification,1,27.0
ADO001040,CUST02132,FEAT001,20230721,2023-07-21,2023-07-26,5,In-App Banner,0,39.0
ADO001041,CUST02642,FEAT003,20220728,2022-07-28,2022-07-30,2,Push Notification,1,13.0
ADO001042,CUST00211,FEAT001,20230324,2023-03-24,2023-03-24,0,Email,1,47.0
ADO001043,CUST04861,FEAT006,20220606,2022-06-06,2022-06-06,0,Referral,1,14.0
ADO001044,CUST04454,FEAT002,20220322,2022-03-22,2022-04-09,18,Organic,1,29.0
ADO001045,CUST00208,FEAT005,20220514,2022-05-14,2022-05-28,14,Push Notification,0,35.0
ADO001046,CUST02934,FEAT001,20220711,2022-07-11,2022-07-18,7,Push Notification,1,11.0
ADO001047,CUST01817,FEAT007,20221101,2022-11-01,2022-11-07,6,Organic,1,60.0
ADO001048,CUST04387,FEAT003,20220909,2022-09-09,2022-10-02,23,Email,1,25.0
ADO001049,CUST03098,FEAT002,20220924,2022-09-24,2022-10-15,21,Email,1,43.0
ADO001050,CUST00424,FEAT003,20221009,2022-10-09,2022-10-11,2,Email,1,24.0
ADO001051,CUST01178,FEAT001,20220124,2022-01-24,2022-02-13,20,Referral,0,60.0
ADO001052,CUST04747,FEAT005,20220416,2022-04-16,2022-04-19,3,Email,1,33.0
ADO001053,CUST03762,FEAT001,20220506,2022-05-06,2022-05-09,3,Email,1,16.0
ADO001054,CUST01162,FEAT002,20221017,2022-10-17,2022-10-25,8,Referral,1,23.0
ADO001055,CUST01480,FEAT002,20220406,2022-04-06,2022-04-08,2,Push Notification,1,8.0
ADO001056,CUST02961,FEAT002,20220801,2022-08-01,2022-08-13,12,In-App Banner,1,35.0
ADO001057,CUST00825,FEAT005,20230518,2023-05-18,2023-06-12,25,Organic,1,20.0
ADO001058,CUST00180,FEAT002,20230228,2023-02-28,2023-03-02,2,In-App Banner,1,26.0
ADO001059,CUST03986,FEAT003,20220320,2022-03-20,2022-03-26,6,In-App Banner,1,11.0
ADO001060,CUST03440,FEAT004,20230120,2023-01-20,2023-02-17,28,In-App Banner,1,
ADO001061,CUST02569,FEAT003,20230407,2023-04-07,2023-05-02,25,In-App Banner,0,
ADO001062,CUST01473,FEAT002,20221102,2022-11-02,2022-11-02,0,Referral,1,
ADO001063,CUST01464,FEAT003,20230804,2023-08-04,2023-08-24,20,Email,1,32.0
ADO001064,CUST04970,FEAT004,20220202,2022-02-02,2022-02-05,3,Push Notification,1,
ADO001065,CUST02809,FEAT001,20221222,2022-12-22,2023-01-06,15,Organic,1,10.0
ADO001066,CUST04916,FEAT008,20230714,2023-07-14,2023-07-14,0,Email,1,39.0
ADO001067,CUST01298,FEAT004,20230619,2023-06-19,2023-07-12,23,Referral,0,19.0
ADO001068,CUST02085,FEAT002,20220505,2022-05-05,2022-05-11,6,In-App Banner,1,33.0
ADO001069,CUST04966,FEAT001,20220131,2022-01-31,2022-02-17,17,Push Notification,1,31.0
ADO001070,CUST00189,FEAT005,20230615,2023-06-15,2023-07-01,16,Referral,1,32.0
ADO001071,CUST01772,FEAT005,20230109,2023-01-09,2023-01-12,3,Referral,1,25.0
ADO001072,CUST01778,FEAT001,20220131,2022-01-31,2022-02-10,10,Referral,1,49.0
ADO001073,CUST01136,FEAT001,20220814,2022-08-14,2022-08-16,2,Push Notification,1,49.0
ADO001074,CUST01037,FEAT006,20221002,2022-10-02,2022-10-10,8,In-App Banner,1,
ADO001075,CUST03946,FEAT002,20220724,2022-07-24,2022-08-23,30,Push Notification,1,53.0
ADO001076,CUST00754,FEAT002,20221223,2022-12-23,2023-01-14,22,Push Notification,1,13.0
ADO001077,CUST04518,FEAT008,20221029,2022-10-29,2022-11-12,14,Referral,1,26.0
ADO001078,CUST04062,FEAT001,20230323,2023-03-23,2023-04-08,16,Push Notification,1,
ADO001079,CUST03277,FEAT006,20220717,2022-07-17,2022-07-25,8,Email,1,
ADO001080,CUST01417,FEAT005,20220722,2022-07-22,2022-08-12,21,Referral,0,14.0
ADO001081,CUST02303,FEAT006,20230207,2023-02-07,2023-02-10,3,Push Notification,1,54.0
ADO001082,CUST04782,FEAT001,20221116,2022-11-16,2022-11-21,5,Push Notification,1,33.0
ADO001083,CUST03997,FEAT003,20230320,2023-03-20,2023-04-17,28,Email,1,38.0
ADO001084,CUST03655,FEAT001,20230310,2023-03-10,2023-03-29,19,Referral,1,60.0
ADO001085,CUST02226,FEAT001,20221123,2022-11-23,2022-12-12,19,Push Notification,1,29.0
ADO001086,CUST00882,FEAT001,20230128,2023-01-28,2023-02-10,13,Email,1,5.0
ADO001087,CUST01637,FEAT001,20230804,2023-08-04,2023-08-15,11,Referral,1,21.0
ADO001088,CUST03064,FEAT001,20220307,2022-03-07,2022-03-21,14,Push Notification,1,37.0
ADO001089,CUST01371,FEAT002,20220204,2022-02-04,2022-03-06,30,Referral,1,26.0
ADO001090,CUST02074,FEAT007,20230224,2023-02-24,2023-03-05,9,Push Notification,0,9.0
ADO001091,CUST04948,FEAT001,20230628,2023-06-28,2023-07-09,11,In-App Banner,1,14.0
ADO001092,CUST03263,FEAT007,20220131,2022-01-31,2022-02-03,3,In-App Banner,1,12.0
ADO001093,CUST01474,FEAT001,20221127,2022-11-27,2022-12-10,13,Organic,1,34.0
ADO001094,CUST01524,FEAT003,20230102,2023-01-02,2023-01-09,7,Organic,1,
ADO001095,CUST00596,FEAT001,20220809,2022-08-09,2022-08-30,21,Email,1,43.0
ADO001096,CUST03045,FEAT001,20230116,2023-01-16,2023-01-20,4,Organic,1,36.0
ADO001097,CUST02576,FEAT001,20220506,2022-05-06,2022-05-06,0,Organic,1,30.0
ADO001098,CUST02610,FEAT007,20220112,2022-01-12,2022-02-03,22,Organic,1,56.0
ADO001099,CUST02695,FEAT004,20220807,2022-08-07,2022-08-21,14,In-App Banner,1,19.0
ADO001100,CUST04649,FEAT003,20221126,2022-11-26,2022-12-24,28,Email,1,49.0
ADO001101,CUST01906,FEAT005,20230730,2023-07-30,2023-08-01,2,Email,1,47.0
ADO001102,CUST03159,FEAT001,20221018,2022-10-18,2022-11-06,19,Referral,1,
ADO001103,CUST01739,FEAT008,20230624,2023-06-24,2023-06-30,6,In-App Banner,1,45.0
ADO001104,CUST00844,FEAT004,20230729,2023-07-29,2023-08-06,8,Email,1,36.0
ADO001105,CUST04980,FEAT003,20220318,2022-03-18,2022-04-05,18,Push Notification,1,50.0
ADO001106,CUST03455,FEAT002,20230322,2023-03-22,2023-04-01,10,Push Notification,0,38.0
ADO001107,CUST02623,FEAT001,20220722,2022-07-22,2022-07-28,6,Push Notification,1,
ADO001108,CUST00407,FEAT002,20230521,2023-05-21,2023-06-05,15,Push Notification,1,5.0
ADO001109,CUST00384,FEAT007,20221009,2022-10-09,2022-10-22,13,In-App Banner,1,42.0
ADO001110,CUST00977,FEAT001,20220508,2022-05-08,2022-05-22,14,Push Notification,1,35.0
ADO001111,CUST04927,FEAT002,20221201,2022-12-01,2022-12-19,18,Push Notification,1,55.0
ADO001112,CUST03137,FEAT001,20220831,2022-08-31,2022-09-18,18,Push Notification,1,60.0
ADO001113,CUST00175,FEAT003,20221019,2022-10-19,2022-10-19,0,Referral,1,41.0
ADO001114,CUST04717,FEAT002,20220105,2022-01-05,2022-02-03,29,Organic,1,47.0
ADO001115,CUST03783,FEAT001,20221019,2022-10-19,2022-10-23,4,Email,1,
ADO001116,CUST03300,FEAT002,20220207,2022-02-07,2022-03-07,28,Email,0,3.0
ADO001117,CUST04371,FEAT002,20230625,2023-06-25,2023-06-26,1,Push Notification,1,22.0
ADO001118,CUST02764,FEAT001,20220117,2022-01-17,2022-01-19,2,In-App Banner,1,1.0
ADO001119,CUST03850,FEAT003,20220408,2022-04-08,2022-05-04,26,Push Notification,1,
ADO001120,CUST03401,FEAT005,20221105,2022-11-05,2022-11-13,8,Push Notification,0,9.0
ADO001121,CUST02599,FEAT002,20221221,2022-12-21,2023-01-02,12,Push Notification,1,55.0
ADO001122,CUST00654,FEAT002,20230724,2023-07-24,2023-08-17,24,Push Notification,1,46.0
ADO001123,CUST02566,FEAT001,20230521,2023-05-21,2023-06-09,19,Email,1,
ADO001124,CUST00386,FEAT001,20230207,2023-02-07,2023-02-16,9,In-App Banner,1,8.0
ADO001125,CUST03724,FEAT002,20230521,2023-05-21,2023-06-17,27,Email,1,33.0
ADO001126,CUST00995,FEAT003,20230118,2023-01-18,2023-02-17,30,Referral,1,51.0
ADO001127,CUST00842,FEAT001,20220130,2022-01-30,2022-02-06,7,In-App Banner,1,15.0
ADO001128,CUST00392,FEAT001,20220111,2022-01-11,2022-01-15,4,In-App Banner,1,14.0
ADO001129,CUST00862,FEAT002,20221127,2022-11-27,2022-12-24,27,In-App Banner,1,19.0
ADO001130,CUST03570,FEAT001,20220820,2022-08-20,2022-08-25,5,Organic,1,41.0
ADO001131,CUST00722,FEAT007,20220715,2022-07-15,2022-08-07,23,Push Notification,1,4.0
ADO001132,CUST03022,FEAT003,20230705,2023-07-05,2023-07-05,0,In-App Banner,0,20.0
ADO001133,CUST00431,FEAT001,20220923,2022-09-23,2022-10-21,28,Push Notification,1,34.0
ADO001134,CUST00353,FEAT001,20220424,2022-04-24,2022-04-25,1,In-App Banner,1,36.0
ADO001135,CUST02493,FEAT001,20220318,2022-03-18,2022-03-26,8,Push Notification,1,
ADO001136,CUST02698,FEAT002,20230124,2023-01-24,2023-02-01,8,Push Notification,1,3.0
ADO001137,CUST01396,FEAT002,20220522,2022-05-22,2022-06-09,18,Referral,1,27.0
ADO001138,CUST03775,FEAT001,20220503,2022-05-03,2022-05-07,4,Organic,1,35.0
ADO001139,CUST02616,FEAT001,20220601,2022-06-01,2022-06-25,24,In-App Banner,1,10.0
ADO001140,CUST04786,FEAT003,20230228,2023-02-28,2023-03-20,20,Email,1,10.0
ADO001141,CUST03661,FEAT003,20220506,2022-05-06,2022-05-22,16,Referral,1,49.0
ADO001142,CUST04323,FEAT001,20220904,2022-09-04,2022-09-22,18,Email,1,13.0
ADO001143,CUST03916,FEAT002,20230517,2023-05-17,2023-05-25,8,In-App Banner,1,29.0
ADO001144,CUST02638,FEAT001,20230510,2023-05-10,2023-05-17,7,Referral,1,54.0
ADO001145,CUST00753,FEAT003,20220928,2022-09-28,2022-10-22,24,Push Notification,1,18.0
ADO001146,CUST02427,FEAT003,20220326,2022-03-26,2022-04-06,11,Email,1,
ADO001147,CUST04576,FEAT001,20220906,2022-09-06,2022-09-27,21,Push Notification,1,48.0
ADO001148,CUST01687,FEAT002,20220321,2022-03-21,2022-03-23,2,In-App Banner,1,7.0
ADO001149,CUST04052,FEAT001,20220303,2022-03-03,2022-03-09,6,In-App Banner,1,
ADO001150,CUST00108,FEAT001,20220810,2022-08-10,2022-08-24,14,Referral,1,
ADO001151,CUST03155,FEAT007,20220712,2022-07-12,2022-07-27,15,Email,0,
ADO001152,CUST00857,FEAT003,20221215,2022-12-15,2022-12-21,6,Push Notification,0,6.0
ADO001153,CUST04838,FEAT006,20230625,2023-06-25,2023-07-11,16,Email,1,8.0
ADO001154,CUST02568,FEAT001,20221116,2022-11-16,2022-12-08,22,Push Notification,1,
ADO001155,CUST03720,FEAT008,20220607,2022-06-07,2022-07-04,27,In-App Banner,1,
ADO001156,CUST04133,FEAT003,20220419,2022-04-19,2022-05-18,29,Push Notification,1,28.0
ADO001157,CUST01066,FEAT002,20220813,2022-08-13,2022-09-11,29,Email,0,28.0
ADO001158,CUST02979,FEAT001,20230130,2023-01-30,2023-02-13,14,Push Notification,1,
ADO001159,CUST04207,FEAT007,20220727,2022-07-27,2022-08-20,24,Referral,1,
ADO001160,CUST03279,FEAT004,20220712,2022-07-12,2022-07-14,2,Referral,0,55.0
ADO001161,CUST02277,FEAT006,20230310,2023-03-10,2023-03-15,5,Push Notification,1,21.0
ADO001162,CUST02517,FEAT003,20230815,2023-08-15,2023-09-04,20,Push Notification,0,43.0
ADO001163,CUST00837,FEAT001,20220531,2022-05-31,2022-06-14,14,Email,1,6.0
ADO001164,CUST00878,FEAT002,20220423,2022-04-23,2022-04-30,7,Email,1,50.0
ADO001165,CUST00136,FEAT002,20230417,2023-04-17,2023-04-22,5,Email,1,
ADO001166,CUST02186,FEAT001,20220130,2022-01-30,2022-02-14,15,In-App Banner,1,31.0
ADO001167,CUST04350,FEAT001,20230409,2023-04-09,2023-04-20,11,In-App Banner,1,46.0
ADO001168,CUST02176,FEAT003,20220502,2022-05-02,2022-05-31,29,In-App Banner,1,55.0
ADO001169,CUST04509,FEAT002,20220328,2022-03-28,2022-04-08,11,Email,1,56.0
ADO001170,CUST03535,FEAT003,20220806,2022-08-06,2022-08-10,4,Organic,1,14.0
ADO001171,CUST03252,FEAT004,20230530,2023-05-30,2023-06-12,13,Referral,1,51.0
ADO001172,CUST04161,FEAT004,20221208,2022-12-08,2022-12-09,1,Email,1,23.0
ADO001173,CUST03616,FEAT002,20221007,2022-10-07,2022-10-18,11,Email,1,
ADO001174,CUST00802,FEAT001,20220220,2022-02-20,2022-03-12,20,Organic,0,
ADO001175,CUST03134,FEAT002,20230309,2023-03-09,2023-03-15,6,In-App Banner,1,
ADO001176,CUST02409,FEAT001,20220713,2022-07-13,2022-07-25,12,Referral,1,
ADO001177,CUST01448,FEAT003,20221010,2022-10-10,2022-10-26,16,Email,1,23.0
ADO001178,CUST04977,FEAT001,20230521,2023-05-21,2023-06-06,16,Email,1,5.0
ADO001179,CUST03552,FEAT002,20220422,2022-04-22,2022-05-13,21,Referral,1,11.0
ADO001180,CUST00409,FEAT005,20220912,2022-09-12,2022-10-12,30,Referral,1,16.0
ADO001181,CUST00910,FEAT003,20220813,2022-08-13,2022-08-16,3,In-App Banner,1,45.0
ADO001182,CUST00436,FEAT002,20220206,2022-02-06,2022-02-24,18,In-App Banner,0,35.0
ADO001183,CUST02181,FEAT001,20220902,2022-09-02,2022-09-04,2,Push Notification,1,2.0
ADO001184,CUST04360,FEAT003,20220414,2022-04-14,2022-04-22,8,Push Notification,1,8.0
ADO001185,CUST01856,FEAT001,20230219,2023-02-19,2023-03-03,12,Referral,1,44.0
ADO001186,CUST03219,FEAT001,20220414,2022-04-14,2022-04-21,7,In-App Banner,1,50.0
ADO001187,CUST02198,FEAT006,20230523,2023-05-23,2023-05-29,6,Referral,0,48.0
ADO001188,CUST01402,FEAT006,20220728,2022-07-28,2022-08-08,11,In-App Banner,1,28.0
ADO001189,CUST02360,FEAT001,20221022,2022-10-22,2022-11-14,23,Push Notification,1,51.0
ADO001190,CUST00026,FEAT007,20220407,2022-04-07,2022-04-12,5,Push Notification,1,37.0
ADO001191,CUST04123,FEAT002,20230504,2023-05-04,2023-05-27,23,In-App Banner,1,10.0
ADO001192,CUST02502,FEAT001,20220902,2022-09-02,2022-09-07,5,In-App Banner,1,8.0
ADO001193,CUST02582,FEAT002,20220313,2022-03-13,2022-03-18,5,Organic,1,
ADO001194,CUST01535,FEAT003,20221207,2022-12-07,2023-01-04,28,In-App Banner,0,50.0
ADO001195,CUST03730,FEAT002,20220526,2022-05-26,2022-06-25,30,Email,1,6.0
ADO001196,CUST00105,FEAT003,20230501,2023-05-01,2023-05-14,13,In-App Banner,1,27.0
ADO001197,CUST02737,FEAT001,20220122,2022-01-22,2022-01-27,5,Email,0,24.0
ADO001198,CUST02162,FEAT004,20220320,2022-03-20,2022-03-25,5,Push Notification,1,35.0
ADO001199,CUST00080,FEAT007,20221227,2022-12-27,2023-01-11,15,In-App Banner,1,33.0
ADO001200,CUST04778,FEAT004,20220102,2022-01-02,2022-01-17,15,Organic,1,51.0
ADO001201,CUST02028,FEAT003,20230429,2023-04-29,2023-05-02,3,Email,1,
ADO001202,CUST00371,FEAT003,20220118,2022-01-18,2022-02-05,18,Organic,1,43.0
ADO001203,CUST02382,FEAT003,20220822,2022-08-22,2022-09-07,16,Push Notification,0,6.0
ADO001204,CUST04122,FEAT001,20220621,2022-06-21,2022-07-15,24,Email,1,9.0
ADO001205,CUST00770,FEAT002,20220413,2022-04-13,2022-04-22,9,In-App Banner,1,9.0
ADO001206,CUST02750,FEAT002,20230409,2023-04-09,2023-04-24,15,Organic,1,45.0
ADO001207,CUST02874,FEAT003,20230713,2023-07-13,2023-07-21,8,Push Notification,1,32.0
ADO001208,CUST03986,FEAT001,20220917,2022-09-17,2022-09-28,11,In-App Banner,1,21.0
ADO001209,CUST03759,FEAT002,20220114,2022-01-14,2022-02-09,26,In-App Banner,0,46.0
ADO001210,CUST02889,FEAT005,20221105,2022-11-05,2022-11-27,22,Email,1,56.0
ADO001211,CUST02734,FEAT003,20230615,2023-06-15,2023-07-09,24,Referral,0,22.0
ADO001212,CUST04881,FEAT006,20230511,2023-05-11,2023-05-14,3,Push Notification,1,36.0
ADO001213,CUST02212,FEAT001,20230616,2023-06-16,2023-07-09,23,Referral,0,41.0
ADO001214,CUST00170,FEAT008,20220601,2022-06-01,2022-06-14,13,Organic,1,28.0
ADO001215,CUST01805,FEAT003,20220526,2022-05-26,2022-06-06,11,Email,0,
ADO001216,CUST04079,FEAT003,20220201,2022-02-01,2022-02-08,7,In-App Banner,1,24.0
ADO001217,CUST04732,FEAT001,20230318,2023-03-18,2023-03-29,11,Push Notification,1,55.0
ADO001218,CUST01691,FEAT001,20220402,2022-04-02,2022-04-08,6,Referral,1,31.0
ADO001219,CUST03095,FEAT004,20220421,2022-04-21,2022-05-21,30,In-App Banner,1,12.0
ADO001220,CUST02244,FEAT001,20230712,2023-07-12,2023-08-09,28,In-App Banner,0,33.0
ADO001221,CUST03681,FEAT001,20230624,2023-06-24,2023-06-29,5,Email,1,54.0
ADO001222,CUST02174,FEAT003,20221224,2022-12-24,2023-01-21,28,Organic,0,40.0
ADO001223,CUST02714,FEAT001,20230205,2023-02-05,2023-02-23,18,Email,1,33.0
ADO001224,CUST03419,FEAT002,20221010,2022-10-10,2022-10-19,9,In-App Banner,1,54.0
ADO001225,CUST01562,FEAT001,20220212,2022-02-12,2022-03-02,18,Organic,0,42.0
ADO001226,CUST04261,FEAT007,20221218,2022-12-18,2023-01-13,26,In-App Banner,1,14.0
ADO001227,CUST01008,FEAT002,20230320,2023-03-20,2023-04-14,25,Referral,1,58.0
ADO001228,CUST03728,FEAT001,20230804,2023-08-04,2023-09-03,30,Push Notification,1,55.0
ADO001229,CUST02843,FEAT001,20221023,2022-10-23,2022-10-26,3,Organic,1,34.0
ADO001230,CUST00069,FEAT002,20230526,2023-05-26,2023-06-24,29,Referral,1,37.0
ADO001231,CUST01206,FEAT003,20230423,2023-04-23,2023-05-14,21,Push Notification,0,47.0
ADO001232,CUST01231,FEAT002,20230620,2023-06-20,2023-07-20,30,Referral,1,15.0
ADO001233,CUST02374,FEAT003,20230726,2023-07-26,2023-08-16,21,Email,1,48.0
ADO001234,CUST01333,FEAT001,20221107,2022-11-07,2022-11-22,15,Organic,1,51.0
ADO001235,CUST02362,FEAT001,20220308,2022-03-08,2022-04-02,25,In-App Banner,1,13.0
ADO001236,CUST02415,FEAT008,20220116,2022-01-16,2022-01-30,14,In-App Banner,0,
ADO001237,CUST00336,FEAT001,20220811,2022-08-11,2022-08-20,9,Email,1,15.0
ADO001238,CUST04859,FEAT001,20220507,2022-05-07,2022-05-08,1,In-App Banner,1,43.0
ADO001239,CUST04001,FEAT004,20221110,2022-11-10,2022-11-10,0,Referral,1,52.0
ADO001240,CUST03526,FEAT002,20221227,2022-12-27,2023-01-17,21,Push Notification,1,33.0
ADO001241,CUST00006,FEAT002,20220221,2022-02-21,2022-03-01,8,Email,1,50.0
ADO001242,CUST02869,FEAT007,20221018,2022-10-18,2022-11-12,25,Organic,1,53.0
ADO001243,CUST04113,FEAT006,20230729,2023-07-29,2023-08-02,4,In-App Banner,1,11.0
ADO001244,CUST00705,FEAT003,20221005,2022-10-05,2022-10-09,4,Organic,1,19.0
ADO001245,CUST01612,FEAT006,20230319,2023-03-19,2023-04-06,18,Organic,0,55.0
ADO001246,CUST00662,FEAT001,20221025,2022-10-25,2022-11-01,7,Push Notification,1,45.0
ADO001247,CUST00264,FEAT004,20230430,2023-04-30,2023-05-29,29,In-App Banner,0,56.0
ADO001248,CUST02906,FEAT001,20220912,2022-09-12,2022-10-07,25,In-App Banner,1,35.0
ADO001249,CUST03165,FEAT002,20230309,2023-03-09,2023-03-21,12,In-App Banner,1,60.0
ADO001250,CUST00804,FEAT001,20220925,2022-09-25,2022-10-24,29,Email,1,49.0
ADO001251,CUST02475,FEAT002,20221115,2022-11-15,2022-11-20,5,Email,1,28.0
ADO001252,CUST04620,FEAT005,20230323,2023-03-23,2023-04-13,21,Push Notification,1,16.0
ADO001253,CUST02642,FEAT001,20230816,2023-08-16,2023-08-20,4,Push Notification,1,24.0
ADO001254,CUST01635,FEAT005,20220914,2022-09-14,2022-09-18,4,Email,1,26.0
ADO001255,CUST03411,FEAT001,20230722,2023-07-22,2023-07-28,6,In-App Banner,1,
ADO001256,CUST02467,FEAT001,20221109,2022-11-09,2022-11-11,2,In-App Banner,1,28.0
ADO001257,CUST02436,FEAT001,20230804,2023-08-04,2023-09-02,29,Push Notification,1,45.0
ADO001258,CUST03778,FEAT005,20230713,2023-07-13,2023-07-18,5,Email,1,5.0
